index,Sector,Category,Crop,QueryType,StateName,DistrictName
324,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
325,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
326,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
327,AGRICULTURE,Cereals,Paddy (Dhan),Credit,WEST BENGAL,BANKURA
328,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
329,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
330,HORTICULTURE,Vegetables,Onion,	Plant Protection	,WEST BENGAL,BANKURA
331,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
332,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
333,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
334,AGRICULTURE,Others,Others,Credit,WEST BENGAL,BANKURA
335,AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,BANKURA
337,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
338,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,WEST BENGAL,BANKURA
339,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
340,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
341,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
342,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
343,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
344,HORTICULTURE,Fruits,Mango,Cultural Practices,WEST BENGAL,BANKURA
345,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
346,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
347,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
348,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
349,AGRICULTURE,Oilseeds,Mustard,Weather,WEST BENGAL,BANKURA
350,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
352,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
353,HORTICULTURE,Vegetables,Potato,Weather,WEST BENGAL,BANKURA
354,AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,BANKURA
355,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,WEST BENGAL,BANKURA
356,HORTICULTURE,Vegetables,Potato,Weather,WEST BENGAL,BANKURA
357,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
358,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
359,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
360,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
361,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
362,HORTICULTURE,Vegetables,Potato,Weather,WEST BENGAL,BANKURA
363,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
364,HORTICULTURE,Fruits,Papaya,	Plant Protection	,WEST BENGAL,BANKURA
366,HORTICULTURE,Fruits,Strawberry,Cultural Practices,WEST BENGAL,BANKURA
368,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
369,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
370,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,WEST BENGAL,BANKURA
371,AGRICULTURE,Oilseeds,Mustard,Nutrient Management,WEST BENGAL,BANKURA
372,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
373,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
374,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
375,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
376,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
377,AGRICULTURE,Others,Others,Crop Insurance,WEST BENGAL,BANKURA
378,AGRICULTURE,Others,Others,Government Schemes,WEST BENGAL,BANKURA
379,AGRICULTURE,Others,Others,Government Schemes,WEST BENGAL,BANKURA
380,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
381,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,WEST BENGAL,BANKURA
382,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
383,HORTICULTURE,Vegetables,Cucumber,	Plant Protection	,WEST BENGAL,BANKURA
384,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
385,HORTICULTURE,Vegetables,Cucumber,	Plant Protection	,WEST BENGAL,BANKURA
386,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
387,HORTICULTURE,Vegetables,Tomato,	Plant Protection	,WEST BENGAL,BANKURA
388,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
389,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,WEST BENGAL,BANKURA
390,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
391,AGRICULTURE,Cereals,Wheat,Nutrient Management,WEST BENGAL,BANKURA
392,HORTICULTURE,Vegetables,Cauliflower,	Plant Protection	,WEST BENGAL,BANKURA
393,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
394,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
395,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
396,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
397,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
398,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
399,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
400,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
401,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
402,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
403,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
404,HORTICULTURE,Condiments and Spices,Cumin,	Plant Protection	,WEST BENGAL,BANKURA
405,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
406,AGRICULTURE,Oilseeds,Mustard,Nutrient Management,WEST BENGAL,BANKURA
407,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
408,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
409,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
410,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,WEST BENGAL,BANKURA
411,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,WEST BENGAL,BANKURA
412,AGRICULTURE,Others,Others,Training and Exposure Visits,WEST BENGAL,BANKURA
413,HORTICULTURE,Vegetables,Onion,Fertilizer Use and Availability,WEST BENGAL,BANKURA
414,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
415,HORTICULTURE,Vegetables,Potato,Fertilizer Use and Availability,WEST BENGAL,BANKURA
416,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
417,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
418,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
419,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
420,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
421,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
422,AGRICULTURE,Oilseeds,Sunflower (suryamukhi),Sowing Time and Weather,WEST BENGAL,BANKURA
423,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
424,HORTICULTURE,Fruits,Sapota,Medicinal and Aromatic Plants,WEST BENGAL,BANKURA
425,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
426,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
427,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
428,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
429,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
430,HORTICULTURE,Fruits,Papaya,	Plant Protection	,WEST BENGAL,BANKURA
431,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
432,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
433,AGRICULTURE,Oilseeds,Mustard,Nutrient Management,WEST BENGAL,BANKURA
434,HORTICULTURE,Fruits,Jack Fruit,	Plant Protection	,WEST BENGAL,BANKURA
435,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
436,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
437,HORTICULTURE,Vegetables,Cabbage,	Plant Protection	,WEST BENGAL,BANKURA
438,AGRICULTURE,Oilseeds,Mustard,Nutrient Management,WEST BENGAL,BANKURA
439,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
440,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
441,HORTICULTURE,Vegetables,Brinjal,Nutrient Management,WEST BENGAL,BANKURA
442,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
443,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
444,HORTICULTURE,Vegetables,Brinjal,Nutrient Management,WEST BENGAL,BANKURA
445,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
446,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
447,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
448,HORTICULTURE,Vegetables,Brinjal,Nutrient Management,WEST BENGAL,BANKURA
449,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
451,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
452,HORTICULTURE,Flowers,Rose,	Plant Protection	,WEST BENGAL,BANKURA
453,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
454,HORTICULTURE,Fruits,Jack Fruit,	Plant Protection	,WEST BENGAL,BANKURA
455,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
456,HORTICULTURE,Fruits,Jack Fruit,Nutrient Management,WEST BENGAL,BANKURA
457,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
458,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
459,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
460,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
461,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
462,HORTICULTURE,Vegetables,Cucumber,	Plant Protection	,WEST BENGAL,BANKURA
463,AGRICULTURE,Pulses,Lentil (Masur),Nutrient Management,WEST BENGAL,BANKURA
464,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
465,AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,BANKURA
466,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,WEST BENGAL,BANKURA
468,AGRICULTURE,Others,Others,Credit,WEST BENGAL,BANKURA
469,HORTICULTURE,Fruits,Mango,	Plant Protection	,WEST BENGAL,BANKURA
470,HORTICULTURE,Fruits,Mango,	Plant Protection	,WEST BENGAL,BANKURA
471,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
472,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
473,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
474,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,WEST BENGAL,BANKURA
475,AGRICULTURE,Oilseeds,Mustard,Nutrient Management,WEST BENGAL,BANKURA
476,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
478,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
479,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
480,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
481,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
482,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
483,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
484,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
485,AGRICULTURE,Oilseeds,Mustard,Cultural Practices,WEST BENGAL,BANKURA
486,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
487,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,WEST BENGAL,BANKURA
488,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
489,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
490,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
491,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
492,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
493,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
494,HORTICULTURE,Vegetables,Tomato,	Plant Protection	,WEST BENGAL,BANKURA
495,HORTICULTURE,Vegetables,Tomato,Nutrient Management,WEST BENGAL,BANKURA
496,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
497,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
498,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
499,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
500,AGRICULTURE,Others,Others,Credit,WEST BENGAL,BANKURA
501,HORTICULTURE,Fruits,Jack Fruit,	Plant Protection	,WEST BENGAL,BANKURA
502,AGRICULTURE,Pulses,Lentil (Masur),	Plant Protection	,WEST BENGAL,BANKURA
503,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
504,AGRICULTURE,Pulses,Lentil (Masur),	Plant Protection	,WEST BENGAL,BANKURA
505,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
506,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
507,HORTICULTURE,Fruits,Citrus,	Plant Protection	,WEST BENGAL,BANKURA
508,HORTICULTURE,Vegetables,Cabbage,Nutrient Management,WEST BENGAL,BANKURA
509,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
510,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
511,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,WEST BENGAL,BANKURA
512,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
513,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
514,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
515,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
516,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
517,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
518,HORTICULTURE,Vegetables,Onion,	Plant Protection	,WEST BENGAL,BANKURA
519,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
520,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
521,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
522,HORTICULTURE,Vegetables,Potato,Fertilizer Use and Availability,WEST BENGAL,BANKURA
523,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
524,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
525,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
526,HORTICULTURE,Vegetables,Onion,	Plant Protection	,WEST BENGAL,BANKURA
527,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
528,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
529,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
530,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
531,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
532,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
533,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
534,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
535,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
536,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
537,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
538,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
539,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
540,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
541,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
542,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
543,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
544,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
545,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
546,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
547,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
548,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
549,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
550,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
552,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
554,HORTICULTURE,Vegetables,Brinjal,Nutrient Management,WEST BENGAL,BANKURA
555,HORTICULTURE,Vegetables,Potato,Fertilizer Use and Availability,WEST BENGAL,BANKURA
556,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
558,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
559,AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,BANKURA
560,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
561,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Cultural Practices,WEST BENGAL,BANKURA
562,HORTICULTURE,Vegetables,Radish,	Plant Protection	,WEST BENGAL,BANKURA
563,HORTICULTURE,Fruits,Mango,	Plant Protection	,WEST BENGAL,BANKURA
564,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
565,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
566,HORTICULTURE,Vegetables,Bitter Gourd,	Plant Protection	,WEST BENGAL,BANKURA
567,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
568,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
569,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
570,AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,BANKURA
571,HORTICULTURE,Fruits,Jack Fruit,Fertilizer Use and Availability,WEST BENGAL,BANKURA
572,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
573,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
574,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
575,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,WEST BENGAL,BANKURA
576,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
577,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
578,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
579,HORTICULTURE,Vegetables,Pointed Gourd,	Plant Protection	,WEST BENGAL,BANKURA
580,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
581,HORTICULTURE,Vegetables,Potato,Government Schemes,WEST BENGAL,BANKURA
582,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,WEST BENGAL,BANKURA
583,AGRICULTURE,Cereals,Paddy (Dhan),Storage,WEST BENGAL,BANKURA
584,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,WEST BENGAL,BANKURA
585,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),	Plant Protection	,WEST BENGAL,BANKURA
586,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
587,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
589,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
590,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
591,HORTICULTURE,Vegetables,Radish,	Plant Protection	,WEST BENGAL,BANKURA
592,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
593,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
594,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
595,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
596,AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,BANKURA
597,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
598,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,WEST BENGAL,BANKURA
600,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
601,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
602,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
603,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
604,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
605,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
607,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
608,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
609,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
610,AGRICULTURE,Pulses,Lentil (Masur),	Plant Protection	,WEST BENGAL,BANKURA
611,AGRICULTURE,Others,Others,	Plant Protection	,WEST BENGAL,BANKURA
612,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
613,AGRICULTURE,Others,Others,Government Schemes,WEST BENGAL,BANKURA
614,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
615,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
616,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,WEST BENGAL,BANKURA
617,HORTICULTURE,Medicinal and Aromatic Plants,Betel Vine,	Plant Protection	,WEST BENGAL,BANKURA
618,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
619,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,WEST BENGAL,BANKURA
620,HORTICULTURE,Flowers,Marigold,Floriculture,WEST BENGAL,BANKURA
621,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
622,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
623,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
624,HORTICULTURE,Vegetables,Onion,	Plant Protection	,WEST BENGAL,BANKURA
625,HORTICULTURE,Vegetables,Brinjal,Nutrient Management,WEST BENGAL,BANKURA
626,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
627,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
628,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
629,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
630,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
631,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,WEST BENGAL,BANKURA
632,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
633,HORTICULTURE,Vegetables,Potato,Nutrient Management,WEST BENGAL,BANKURA
634,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
635,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
636,HORTICULTURE,Flowers,Marigold,	Plant Protection	,WEST BENGAL,BANKURA
637,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
638,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,WEST BENGAL,BANKURA
639,HORTICULTURE,Flowers,Marigold,Floriculture,WEST BENGAL,BANKURA
640,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
641,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
642,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,WEST BENGAL,BANKURA
643,HORTICULTURE,Vegetables,Ribbed Gourd (Kali Tori),	Plant Protection	,WEST BENGAL,BANKURA
644,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
645,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
646,AGRICULTURE,Oilseeds,Mustard,	Plant Protection	,WEST BENGAL,BANKURA
647,AGRICULTURE,Others,Others,Weather,WEST BENGAL,BANKURA
648,HORTICULTURE,Vegetables,Tomato,Cultural Practices,WEST BENGAL,BANKURA
649,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
650,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BANKURA
651,HORTICULTURE,Vegetables,Potato,	Plant Protection	,WEST BENGAL,BANKURA
